Tweet,Keyword
"Ukraine, Russia locked in brutal battle in Bakhmut, casualties mount Analysts expect a Ukrainian counter-offensive to begin in earnest over April-May when the weather improves and more military aid arrives, including heavy Leopard and Challenger tanks. ",casualties
Kailali and Birgunj have the highest number of protest casualties.  ,casualties
"Landslide buries 7 houses in Ri village, Dhading No reports of human casualties #KathmanduPost ",casualties
"#Breaking: Explosion at kebab shop near mosque in eastern France, no casualties: officials #ParisShooting",casualties
"Businesses become casualties of coronavirus The pandemic has devastated small and medium firms, robbing thousands of livelihoods.  — by @journoprithvi",casualties
"Major earthquake in Haiti felt across Caribbean, high casualties expected ",casualties
"Ukraine, Russia say hundreds of enemy troops killed in battle for Bakhmut Both sides have admitted to suffering and inflicting significant losses in Bakhmut, while the exact number of casualties is difficult to independently verify. ",casualties
"Landslide buries 2 trucks, passenger bus,Scorpio jeep along Narayangadh-Mugling road section,no casualties reported ",casualties
"Multiple casualties in shooting in Los Angeles: Reports It was not clear how many people had been injured or killed, or if the suspect was still at large. ",casualties
"Nepal’s Covid-19 toll reaches 75 with two more deaths; 380 new cases confirmed According to the Health Ministry, one man from Kaski and a woman from Parsa are the latest casualties. ",casualties
"Firefighters, army work to douse massive fire in Bangladesh market No casualties have been reported so far in the fire, which began early on Tuesday, but army personnel had been called in to help contain the rapidly spreading fire. ",casualties
"Aden hotel used by Yemen government hit by missile, casualties feared  ",casualties
"EDITORIAL: Lying with numbers The government has failed so much as to quantify Covid-19 casualties, let alone humanise them. ",casualties
"Meanwhile, no casualties have been reported at Far Western Region, the only region without any quake-related deaths. #NepalEarthquake",casualties
"Large explosion near Kabul Airport, casualties feared: Police ",casualties
"Even a year after the Chinese handover of Kalanki-Koteshwor road, the government authorities have not added any road safety infrastructure along the eight-lane expressway to prevent the increasing number of road traffic casualties.  — by @AnupOjha7",casualties
The storm that cut a swathe through Parsa and Bara districts in the evening had left a trail of destruction--particularly in poor neighbourhoods-- and a large number of casualties in its wake. ,casualties
#Exclusive: Blocked Sunkoshi River bursts decreasing water level by some 12 meters. No casualties reported so far. ,casualties
"Nepal reports three more Covid-19-related deaths and 378 new cases Two men from Parsa and Morang and a woman from Kathmandu became the latest casualties, according to the Health Ministry. ",casualties
The Eighth National Games judo gold medalists Nisha Chaudhary and Pawan Kumar Shrestha were the big casualties as Nepal Judo Association on Sunday finalised a 14-member team for the 13th South Asian Games.  — by @PrajwalOli,casualties
"There were at least two explosions near Kabul's airport amid a huge and chaotic evacuation effort from Afghanistan on Thursday, the Pentagon said, with civilians and US service members among the casualties of what was described as a “complex attack.” ",casualties
Simrik Air chopper crashes in Sankhuwasabha No casualties have been reported in the incident. ,casualties
"Several people were injured in a shooting at a FedEx facility in Indianapolis, police said early on Friday, without disclosing any casualties and adding that the shooter had taken his own life. ",casualties
"A fire destroyed 30 houses at Gharbana settlement in Tajakot Rural Municipality-1, Humla, on Friday night. There were no human casualties, said police #KathmanduPost ",casualties
7-storey building collapses in Kalanki; No casualties reported ,casualties
"Fresh tremor hits country, casualties reported; NA rescue teams flown to Dolakha, Ramechhap ",casualties
"TKP's new column, State of the State: Constitutional Bodies are are all set to become new casualties after the... ",casualties
Police said they have retrieved 16 bodies from the accident site. The number of casualties may rise further. ,casualties
"China Eastern Airlines passenger jet has ‘accident’ in Guangxi, state media says The jet involved in the accident was a Boeing 737 aircraft and the number of casualties was not immediately known, CCTV said. Rescue was on its way, it said. ",casualties
Dozens killed in wildlife attacks across the country Government figures show human-wildlife conflicts and casualties are increasing.  — by @CK_Mandal,casualties
"Around 27 percent Nepalis indebted due to Covid-19 pandemic: UNICEF report Twelve percent population reports selling assets, seven percent reduced food for children. Six percent lost their jobs, according to the study.  — by @arjunpoudeltkp",COVID-19
"Nepal logs four new Covid-19 cases According to the Health Ministry, 966,204 infected people have recovered from the disease so far and the number of active cases stands at 479. ",COVID-19
"Nepal reports 16 new Covid-19 cases According to the Health Ministry, 967,002 infected people have recovered from the disease so far and the number of active cases stands at 133. ",COVID-19
"Everything you need to know about the Covid-19 situation in Nepal. Daily updates and insights, we have you covered 👇 ",COVID-19
"Don’t drop the guard against Covid-19, experts caution after WHO downgrade The pandemic’s ‘global health emergency’ status may be over, but vulnerable groups in Nepal continue to be at risk.  — by @arjunpoudeltkp",COVID-19
"Nepal reports 455 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 5,435. ",COVID-19
"Next year, NEFTA awards goes to Texas The award is being organised after a hiatus of two years due to the Covid-19 pandemic. The 10th NEFTA award ceremony was held in Kathmandu in March 2020.  — by Rukusha Giri",COVID-19
"Chinese drugmakers rushed to make anti-fever medicines and other treatments for Covid-19 on Thursday, after President Xi Jinping said he was worried about an influx of holiday travellers to rural areas ill-equipped to deal with sudden outbreaks. ",COVID-19
"Nepal reports 15 new Covid-19 cases According to the Health Ministry, 966,593 infected people have recovered from the disease so far and the number of active cases stands at 249. ",COVID-19
"OPINION: Applying the Covid-19 blueprint to cholera We have the tools we need to defeat cholera, but we must still do the research that is required to identify how, when, and where to use them.  — by Md Taufiqul Islam &amp; Firdausi Quadri",COVID-19
"Nepal logs 26 new Covid-19 cases According to the Health Ministry, 966,111 infected people have recovered from the disease so far and the number of active cases stands at 554. ",COVID-19
OPINION: Pandemics and misinformation Misinformation is a common thread between Covid-19 and HIV/AIDS with deadly consequences.  — by Cristian Apetrei,COVID-19
Daraz Summit 2022: Covid-19 accelerated the move to digital financial services Developing and enforcing clearer guidelines about effective disclosure and pricing transparency could help build trust in the financial system.  — by @PrasainKrishana,COVID-19
"Nepal reports 487 new Covid-19 cases According to the ministry, 979,938 infected people have recovered from the disease so far. The number of active cases stands at 4,298. ",COVID-19
"India asks states to ramp up testing as Covid-19 cases climb Daily new cases have nearly tripled from around 2,000 at the end of March. ",COVID-19
"Nepal reports five new Covid-19 cases According to the Health Ministry, 967,011 infected people have recovered from the disease so far and the number of active cases stands at 128. ",COVID-19
"Nepal reports six new Covid-19 cases According to the Health Ministry, 966,975 infected people have recovered from the disease so far and the number of active cases stands at 141. ",COVID-19
"Nepal reports 357 new Covid-19 cases The number of active cases stands at 1,982. ",COVID-19
"Nepal reports six new Covid-19 cases According to the Health Ministry, 966,929 infected people have recovered from the disease so far and the number of active cases stands at 147. ",COVID-19
"Pfizer CEO Bourla shows mild symptoms after testing positive for Covid Bourla, 60, said he had started a course of the company’s oral Covid-19 antiviral treatment, Paxlovid, and was isolating and following all public health precautions. ",COVID-19
Nepal reports 17 new Covid-19 cases The number of active cases stands at 109. ,COVID-19
"Nepal reports 21 new Covid-19 cases According to the Health Ministry, 966,839 infected people have recovered from the disease so far and the number of active cases stands at 187. ",COVID-19
Nepal reports 34 new Covid-19 cases The number of active cases stands at 104. ,COVID-19
Nepal reports 14 new Covid-19 cases ,COVID-19
"US to end Covid-19 emergency declarations on May 11 Covid-19 cases are declining in the United States, though more than 500 people continue to die each day from the disease, government data showed. ",COVID-19
"Nepal receives 345,600 doses of Pfizer-BioNTech’s bivalent Covid-19 vaccine The health ministry has asked the provincial health agencies to demand vaccine doses to be administered as booster and second booster shots. ",COVID-19
"Nepal reports 110 new Covid-19 cases According to the ministry, 985,103 infected people have recovered from the disease so far. The number of active cases stands at 2,062. ",COVID-19
"As dengue becomes endemic to Nepal, infection, mortality risks escalate Experts warn a lethargic approach to taming the disease could spell trouble after the havoc caused by Covid-19.  — by @arjunpoudeltkp",COVID-19
"Nepal reports 179 new Covid-19 cases According to the ministry, 984,584 infected people have recovered from the disease so far. The number of active cases stands at 2,271. ",COVID-19
"Nepal reports 59 new Covid-19 cases According to the ministry, 985,395 infected people have recovered from the disease so far. The number of active cases stands at 1,830. ",COVID-19
"Nepal reports 815 new Covid-19 cases Five new deaths were reported in the last 24 hours. Number of active cases stands at 5,869. ",COVID-19
I earned substantial revenue through my own channel so during the Covid-19 pandemic I need not to worry about my livelihood: Suman #KantipurConclave2022 ,COVID-19
"Nepal reports 710 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 4,236. ",COVID-19
"Nepal logs 10 new Covid-19 cases According to the Health Ministry, 966,558 infected people have recovered from the disease so far and the number of active cases stands at 261. ",COVID-19
"Nepal reports 438 new Covid-19 cases Number of active cases stands at 4,369. ",COVID-19
"Nepal reports 888 new Covid-19 cases One new death was reported in the last 24 hours. Number of active cases stands at 5,387. ",COVID-19
"Fire at National Federation of Disabled-Nepal’s warehouse under control The federation lost over five dozen new wheelchairs, over 400 crutches, and Covid-19 response equipment to the fire at the warehouse. ",COVID-19
Nepal reports 21 new Covid-19 cases The number of active cases stands at 129. ,COVID-19
"Nepal reports 260 new Covid-19 cases The number of active cases stands at 1,171. ",COVID-19
"Nepal reports 577 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 4,356. ",COVID-19
Nepal reports nine new Covid-19 cases The number of active cases stands at 97. ,COVID-19
"Nepal reports 221 new Covid-19 cases According to the ministry, 983,539 infected people have recovered from the disease so far. The number of active cases stands at 2,528. ",COVID-19
"Nepal requests additional 1.5m Pfizer-BioNTech’s bivalent vaccine doses First lot of 1.5 million doses of Covid-19 bivalent vaccine will arrive on February 3, officials say.  — by @arjunpoudeltkp",COVID-19
"Nepal logs seven new Covid-19 cases According to the Health Ministry, 965,847 infected people have recovered from the disease so far and the number of active cases stands at 747. ",COVID-19
"As uptake of Covid-19 vaccines drops, Pfizer doses to be supplied on demand  — by @arjunpoudeltkp",COVID-19
"Thousands of paediatric Covid-19 doses expire As health workers refused to give shelf life-extended jabs to children aged 5 to 11, many are still deprived of shots.  — by @arjunpoudeltkp",COVID-19
"Whole of Shanghai enters Covid lockdown despite lower symptomatic cases The broader lockdown came after testing saw asymptomatic Covid-19 cases surge to more than 13,000. Symptomatic cases fell on Monday to 268, from 425 the previous day. ",COVID-19
"Nepal reports 814 new Covid-19 cases Number of active cases stands at 5,144. ",COVID-19
"Nepal reports 63 new Covid-19 cases According to the ministry, 985,234 infected people have recovered from the disease so far. The number of active cases stands at 1,966. ",COVID-19
Nepal receives over 2.2 million paediatric doses of Covid-19 vaccine from COVAX The facility will supply 8.4 million Pfizer doses for the age group. Vaccination will start from June 23.  — by @arjunpoudeltkp,COVID-19
The Chinese capital Beijing shut dozens of metro stations and bus routes on Wednesday in its campaign to stop the spread of Covid-19 and avoid the fate of Shanghai where millions of residents have been under strict lockdown for more than a month. ,COVID-19
"Nepal reports 300 new Covid-19 cases According to the ministry, 983,703 infected people have recovered from the disease so far. The number of active cases stands at 2,457. ",COVID-19
"India registered about 475,000 more total deaths in 2020 than the previous year, government data released months ahead of schedule on Tuesday showed, as the WHO readies its estimates of excess Covid-19 deaths whose methodology New Delhi has opposed. ",COVID-19
"Multidimensional poverty slumped in Nepal before Covid-19, global report says Earlier, a national report had warned that the Covid-19 pandemic could disrupt the past gains.  — by @journoprithvi",COVID-19
Nepal reports 43 new Covid-19 cases The number of active cases stands at 181. ,COVID-19
"Asian Development Bank scales down growth forecast for Nepal to 4.1 percent Tighter monetary policy, slackened demand, unwinding of Covid-19 stimulus and global headwinds caused downturn, it said. ",COVID-19
"OPINION: The pandemic years Covid-19 exposed a deep divide in how people perceive pandemics, science and vaccination.  — by @sujeevshakya",COVID-19
Nepal reports 16 new Covid-19 cases The number of active cases stands at 109. ,COVID-19
OPINION: How China won the battle against Covid-19 The Chinese government has provided hundreds of billions of anti-pandemic materials to 153 countries.  — by @PRCAmbNepal,COVID-19
"Nepal reports 229 new Covid-19 cases The number of active cases stands at 1,284. ",COVID-19
"Nepal reports 638 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 3,714. ",COVID-19
"Nepal reports 620 new Covid-19 cases One new death was reported in the last 24 hours. Number of active cases stands at 4,369. ",COVID-19
"Nepal logs 17 new Covid-19 cases According to the Health Ministry, 962,582 infected people have recovered from the disease so far and the number of active cases stands at 3,595. ",COVID-19
"Nepal reports 13 new Covid-19 cases According to the Health Ministry, 966,823 infected people have recovered from the disease so far and the number of active cases stands at 185. ",COVID-19
"Growing food shortages may represent the same health threat to the world as the Covid-19 pandemic, a leading global health figure has warned. ",COVID-19
"Nepal logs 21 new Covid-19 cases According to the Health Ministry, 965,142 infected people have recovered from the disease so far and the number of active cases stands at 1,254. ",COVID-19
"Nepal reports 553 new Covid-19 cases Number of active cases stands at 5,659. ",COVID-19
"Nepal reports 152 new Covid-19 cases According to the ministry, 984,082 infected people have recovered from the disease so far. The number of active cases stands at 2,448. ",COVID-19
"Nepal reports 1090 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 5,806. ",COVID-19
"The World Bank on Tuesday slashed its global growth forecast by nearly a third to 2.9 percent for 2022, warning that Russia’s invasion of Ukraine has compounded the damage from the Covid-19 pandemic, and many countries now faced recession. ",COVID-19
Nepal reports 29 new Covid-19 cases The number of active cases stands at 192. ,COVID-19
"Nepal reports four new Covid-19 cases According to the Health Ministry, 966,857 infected people have recovered from the disease so far and the number of active cases stands at 173. ",COVID-19
"Nepal reports 299 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 4,625. ",COVID-19
"Nepal logs 13 new Covid-19 cases According to the Health Ministry, 965,822 infected people have recovered from the disease so far and the number of active cases stands at 765. ",COVID-19
"President Bidya Devi Bhandari, who has been undergoing treatment at the Tribhuvan University Teaching Hospital, has tested positive for Covid-19. ",COVID-19
"Nepal reports 106 new Covid-19 cases, one death The number of active cases stands at 414, with seven infected with the virus being treated in intensive care units while three others are on ventilator support. ",COVID-19
"Hong Kong drops curbs on incoming travellers, scraps Covid app The news of a further loosening of Covid-19 curbs in the global financial hub, which has trailed most of the world in easing them, is set to boost the resumption of travel and business. ",COVID-19
"Nepal reports 934 new Covid-19 cases Number of active cases stands at 5,686. ",COVID-19
OPINION: On shifting disease presentation We need to investigate the prevalence of several infectious diseases in the aftermath of the Covid-19 pandemic.  — by Dr Sher Bahadur Pun,COVID-19
"Nepal reports 45 new Covid-19 cases According to the ministry, 986,617 infected people have recovered from the disease so far. The number of active cases stands at 1,077. ",COVID-19
US health agency puts Nepal on its ‘high risk’ list The agency suggests travellers who plan to visit Nepal must be up-to-date with Covid-19 vaccines before travelling.  — by @arjunpoudeltkp,COVID-19
"Nepal logs 22 new Covid-19 cases According to the Health Ministry, 966,074 infected people have recovered from the disease so far and the number of active cases stands at 568. ",COVID-19
"Nepal logs 33 new Covid-19 cases According to the Health Ministry, 965,714 infected people have recovered from the disease so far and the number of active cases stands at 842. ",COVID-19
"Nepal logs 45 new Covid-19 cases According to the Health Ministry, 963,111 infected people have recovered from the disease so far and the number of active cases stands at 3,135. ",COVID-19
"Nepal reports 760 new Covid-19 cases One new death was reported in the last 24 hours. Number of active cases stands at 5,602. ",COVID-19
Nepal reports 14 new Covid-19 cases The number of active cases stands at 101. ,COVID-19
"Nepal reports 74 new Covid-19 cases According to the ministry, 986,235 infected people have recovered from the disease so far. The number of active cases stands at 1,283. ",COVID-19
"Nepal reports 227 new Covid-19 cases According to the ministry, 983,949 infected people have recovered from the disease so far. The number of active cases stands at 2,473. ",COVID-19
"Nepal reports 32 new Covid-19 cases According to the Health Ministry, 966,697 infected people have recovered from the disease so far and the number of active cases stands at 217. ",COVID-19
"Nepal records first Covid-19 death in 73 days On Sunday, the country reported 135 new cases of infection.  — by @arjunpoudeltkp",COVID-19
Nepal reports 90 new Covid-19 cases The number of active cases stands at 401. ,COVID-19
"Nepal logs 23 new Covid-19 cases According to the Health Ministry, 964,823 infected people have recovered from the disease so far and the number of active cases stands at 1,558. ",COVID-19
"Nepal reports 14 new Covid-19 cases According to the Health Ministry, 966,768 infected people have recovered from the disease so far and the number of active cases stands at 205. ",COVID-19
Nepal reports 22 new Covid-19 cases The number of active cases stands at 112. ,COVID-19
"Djokovic’s 22nd Grand Slam triumph, now matching Rafa Nadal, was the ultimate redemption a year on from his sensational deportation from Australia on the eve of the Grand Slam due to his lack of Covid-19 vaccination. ",COVID-19
"Nepal reports 17 new Covid-19 cases According to the Health Ministry, 966,730 infected people have recovered from the disease so far and the number of active cases stands at 217. ",COVID-19
"Nepal receives 345,600 doses of Pfizer-BioNTech’s bivalent Covid-19 vaccine The Health Ministry has asked the provincial health agencies to demand vaccine doses to be administered as booster and second booster shots. ",COVID-19
Nepal reports 177 new Covid-19 cases The number of active cases stands at 873. ,COVID-19
South Korea calls China’s visa suspension ‘deeply regrettable’ Tuesday’s suspension by the Chinese embassy in South Korea was China’s first retaliatory move against countries imposing Covid-19 curbs on its travellers. ,COVID-19
Four-times US Open winner John McEnroe said it would be “a joke” if Novak Djokovic is unable to compete at the US tournament starting later this month due to his Covid-19 vaccination status. ,COVID-19
Nepal reports 31 new Covid-19 cases The number of active cases stands at 142. ,COVID-19
"Nepal reports 38 new Covid-19 cases According to the ministry, 986,547 infected people have recovered from the disease so far. The number of active cases stands at 1,122. ",COVID-19
"The use of five substitutes, introduced as a tweak to the rules because of the Covid-19 pandemic, will be formally written into the Laws of the Game at a meeting in Doha on Monday, the International Football Association Board (IFAB) said. ",COVID-19
"Nepal reports 66 new Covid-19 cases According to the ministry, 986,032 infected people have recovered from the disease so far. The number of active cases stands at 1,405. ",COVID-19
"Nepal reports 915 new Covid-19 cases Number of active cases stands at 5,433. ",COVID-19
Chitwan reports first Covid-19 death in eight months A total of 451 people have succumbed to Covid-19 in the district so far. ,COVID-19
Pfizer-BioNTech’s bivalent Covid-19 vaccine likely to arrive this week Experts urge authorities concerned to launch an awareness drive to boost vaccine uptake. ,COVID-19
First phase of vaccination drive against Covid-19 for children aged between five and 11 starts Around 2.2 million children from 27 districts including in the Kathmandu Valley will be inoculated in the first phase of the campaign. ,COVID-19
"Nepal reports 848 new Covid-19 cases One new death was reported in the last 24 hours. Number of active cases stands at 5,259. ",COVID-19
WHO director-general Tedros arrives in Nepal Tedros is here to perceive the progress in the Covid-19 vaccination and typhoid vaccination drives which were launched with support from the UN health agency.  — by @arjunpoudeltkp,COVID-19
Nepal reports 69 new Covid-19 cases The ministry released the data on new infections over the last four days in its daily situation report on Monday. ,COVID-19
"For some people, Covid-19 causes long-term effects, taking both physical and mental toll As symptoms vary, doctors say long Covid is difficult to diagnose. Experts suggest seeking advice from specialists.  — by @arjunpoudeltkp",COVID-19
"India will drop the pre-departure Covid test requirement for travellers coming from or via China, Singapore, Hong Kong, Korea, Thailand and Japan from Monday, the country's health ministry said, as Covid-19 infections have fallen sharply globally. ",COVID-19
Covid test report now mandatory for all international arrivals Passengers arriving in Nepal from the international sector should mandatorily present the Covid-19 international certificate with a bar code or Covid-19 PCR negative report. ,COVID-19
"Over 2.2 million paediatric doses of Covid-19 vaccine arrive from COVAX The vaccine doses will be used as first and second doses in the 27 districts, where the first phase of vaccination campaign was launched from June 23.  — by @arjunpoudeltkp",COVID-19
"Shanghai authorities doubled down on their offensive against Covid-19 on Friday, launching a new round of city-wide testing and warning residents their three-week lockdown would only be lifted in batches once transmission is stamped out. ",COVID-19
"Nepal logs 18 new Covid-19 cases According to the Health Ministry, 966,481 infected people have recovered from the disease so far and the number of active cases stands at 282. ",COVID-19
"Covid-19 vaccine candidates developed by a Sinopharm subsidiary and Sinovac Biotech to target the Omicron variant were approved for clinical trials in Hong Kong, the companies said on Saturday. ",COVID-19
"Almost three times as many people have died as a result of Covid-19 as the official data show, according to a new World Health Organization report, the most comprehensive look at the true global toll of the pandemic so far. ",COVID-19
"Nepal logs 13 new Covid-19 cases According to the Health Ministry, 965,980 infected people have recovered from the disease so far and the number of active cases stands at 637. ",COVID-19
Antimicrobial resistance: A pandemic long ignored Antimicrobial resistance could gain the same global reputation as Covid-19 if it is not addressed urgently.  — read opinion by Ritu Amatya &amp; Parishan Shrestha,COVID-19
"Nepal reports 781 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 5,775. ",COVID-19
"The peak of China’s Covid-19 wave is expected to last two to three months, and will soon swell over the vast countryside where medical resources are relatively scarce. ",COVID-19
EDITORIAL: Unprepared The country’s approach to Covid-19 control could be a recipe for disaster. ,COVID-19
"Experts warn that the timing of the dengue outbreak is serious, as the country has already been dealing with a double whammy—outbreak of cholera and resurgence of Covid-19. ",COVID-19
"Nepal reports 564 new Covid-19 cases One new death was reported in the last 24 hours. Number of active cases stands at 3,929. ",COVID-19
"Nepal reports 20 new Covid-19 cases According to the Health Ministry, 966,656 infected people have recovered from the disease so far and the number of active cases stands at 221. ",COVID-19
"Nepal logs 15 new Covid-19 cases According to the Health Ministry, 966,456 infected people have recovered from the disease so far and the number of active cases stands at 298. ",COVID-19
Nepal mandates Covid negative report or vaccine certificate for all international arrivals Passengers arriving in Nepal from the international sector should mandatorily present the Covid-19 vaccine certificate or Covid-19 PCR negative report. ,COVID-19
"The move came soon after Japan toughened Covid-19 rules for travellers coming directly from China, prescribing a negative result of a PCR test taken less than 72 hours before departure, as well as a negative test on arrival in Japan. ",COVID-19
Nepal reports 15 new Covid-19 cases The number of active cases stands at 98. ,COVID-19
"Nepal logs 12 new Covid-19 cases According to the Health Ministry, 966,339 infected people have recovered from the disease so far and the number of active cases stands at 375. ",COVID-19
"China reported almost 13,000 deaths related to Covid-19 in hospitals between January 13 and 19, adding to the nearly 60,000 in the month-or-so before that, as its experts say the wave of infections across the country has already peaked. ",COVID-19
"Nepal reports 53 new Covid-19 cases According to the ministry, 986,419 infected people have recovered from the disease so far. The number of active cases stands at 1,178. ",COVID-19
"Nepal logs 44 new Covid-19 cases According to the Health Ministry, 963,592 infected people have recovered from the disease so far and the number of active cases stands at 2,688. ",COVID-19
"Police on Monday stopped and searched people at the sites of weekend protests in Shanghai and Beijing, after crowds there and in other Chinese cities demonstrated against stringent Covid-19 measures disrupting lives three years into the pandemic. ",COVID-19
"Nepal logs 22 new Covid-19 cases According to the Health Ministry, 965,469 infected people have recovered from the disease so far and the number of active cases stands at 1,022. ",COVID-19
"Nepal logs 23 new Covid-19 cases According to the Health Ministry, 965,625 infected people have recovered from the disease so far and the number of active cases stands at 899. ",COVID-19
"The rise, fall, and rise of fashion rental business Kathmandu’s fashion rental stores, which were dealt a huge blow by the Covid-19 pandemic, are now making a comeback.  — by @Pinki_SR",COVID-19
"Nepal reports 173 new Covid-19 cases According to the ministry, 981,059 infected people have recovered from the disease so far. The number of active cases stands at 3,612. ",COVID-19
Nepal reports 55 new Covid-19 cases The number of active cases stands at 280. ,COVID-19
"President Bidya Devi Bhandari, who has been infected with Covid-19, has been discharged from the hospital on Tuesday. ",COVID-19
"Nepal logs 18 new Covid-19 cases According to the Health Ministry, 966,498 infected people have recovered from the disease so far and the number of active cases stands at 283. ",COVID-19
"Asian Development Bank cuts Nepal’s annual growth forecast to 4.1 percent Nepal’s downturn reflects tighter monetary policy, slackened domestic demand, the unwinding of the Covid-19 stimulus, and persistent global headwinds. ",COVID-19
"One more Covid-19 death reported, 121 new cases Of the 620 PCR tests taken in the last 24 hours, 58 people tested positive. Similarly, 63 people tested positive in a total of 1,757 antigen tests. ",COVID-19
"Election crowds could give rise to fresh surge in Covid-19 cases, experts warn Health Ministry says it has asked agencies to step up vigilance and maintain supply of essential medical items including the reagents.  — by @arjunpoudeltkp",COVID-19
"OPINION: Hybrid working post Covid-19 A hybrid working model can be good for productivity, inclusion and motivation.  — by Gemma Dale",COVID-19
"Shanghai, China’s most populous city, on Tuesday again tightened the first phase of a two-stage Covid-19 lockdown, asking some residents to stay indoors unless they are getting tested as the number of daily cases rose beyond 4,400. ",COVID-19
Nepal reports 41 new Covid-19 cases The number of active cases stands at 208. ,COVID-19
Nepal reports five new Covid-19 cases The number of active cases stands at 110. ,COVID-19
"Nepal reports 230 new Covid-19 cases According to the ministry, 983,781 infected people have recovered from the disease so far. The number of active cases stands at 2,505. ",COVID-19
OPINION: Covid-19: No longer a pandemic? There is still a lack of scientific consensus on the criterion that determines whether a pandemic is over.  — by Sher Bahadur Pun,COVID-19
"WHO declares end to Covid global health emergency Lifting it is a sign of the progress the world has made in these areas, but Covid-19 is here to stay, the WHO has said, even if it no longer represents an emergency. ",COVID-19
Nepal reports 28 new Covid-19 cases The number of active cases stands at 120. ,COVID-19
"Nepal reports 12 new Covid-19 cases According to the Health Ministry, 966,938 infected people have recovered from the disease so far and the number of active cases stands at 150. ",COVID-19
OPINION: India’s Covid-19 con India’s statistics have been portrayed as numbers tailored to suit the government’s preferred narrative.  — by @ShashiTharoor,COVID-19
"Nepal logs 18 new Covid-19 cases According to the Health Ministry, 964,398 infected people have recovered from the disease so far and the number of active cases stands at 1,960. ",COVID-19
Nepal reports 44 new Covid-19 cases The number of active cases stands at 229. ,COVID-19
"Nepal reports 126 new Covid-19 cases According to the ministry, 984,977 infected people have recovered from the disease so far. The number of active cases stands at 2,129. ",COVID-19
"Nepal logs 26 new Covid-19 cases According to the Health Ministry, 965,305 infected people have recovered from the disease so far and the number of active cases stands at 1,146. ",COVID-19
"Nepal logs 11 new Covid-19 cases According to the Health Ministry, 966,575 infected people have recovered from the disease so far and the number of active cases stands at 252. ",COVID-19
"The World Health Organization on Wednesday released an updated plan for Covid-19, laying out key strategies that, if implemented in 2022, would allow the world to end the emergency phase of the pandemic. ",COVID-19
Nepal reports 17 new Covid-19 cases The number of active cases stands at 107. ,COVID-19
"Nepal reports 226 new Covid-19 cases According to the ministry, 981,744 infected people have recovered from the disease so far. The number of active cases stands at 3,235. ",COVID-19
"Nepal on Sunday reported the first Covid-19 death in 73 days, marking the first death of the fourth wave of the pandemic. ",COVID-19
